,TICKER,COMPANY,GICS_SECTOR,GICS_INDUSTRY,HQ,CIK,WIKI_URL
376,PNW,Pinnacle West Capital,Utilities,Multi-Utilities,"Phoenix, Arizona",0000764622,https://en.wikipedia.org/wiki/Pinnacle_West_Capital
377,PXD,Pioneer Natural Resources,Energy,Oil & Gas Exploration & Production,"Irving, Texas",0001038357,https://en.wikipedia.org/wiki/Pioneer_Natural_Resources
378,PNC,PNC Financial Services,Financials,Regional Banks,"Pittsburgh, Pennsylvania",0000713676,https://en.wikipedia.org/wiki/PNC_Financial_Services
379,PPG,PPG Industries,Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania",0000079879,https://en.wikipedia.org/wiki/PPG_Industries
380,PPL,PPL Corp.,Utilities,Electric Utilities,"Allentown, Pennsylvania",0000922224,https://en.wikipedia.org/wiki/PPL_Corp.
381,PFG,Principal Financial Group,Financials,Life & Health Insurance,"Des Moines, Iowa",0001126328,https://en.wikipedia.org/wiki/Principal_Financial_Group
382,PG,Procter & Gamble,Consumer Staples,Personal Products,"Cincinnati, Ohio",0000080424,https://en.wikipedia.org/wiki/Procter_%26_Gamble
383,PGR,Progressive Corp.,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio",0000080661,https://en.wikipedia.org/wiki/Progressive_Corp.
384,PLD,Prologis,Real Estate,Industrial REITs,"San Francisco, California",0001045609,https://en.wikipedia.org/wiki/Prologis
385,PRU,Prudential Financial,Financials,Life & Health Insurance,"Newark, New Jersey",0001137774,https://en.wikipedia.org/wiki/Prudential_Financial
386,PEG,Public Serv. Enterprise Inc.,Utilities,Electric Utilities,"Newark, New Jersey",0000788784,https://en.wikipedia.org/wiki/Public_Serv._Enterprise_Inc.
387,PSA,Public Storage,Real Estate,Specialized REITs,"Glendale, California",0001393311,https://en.wikipedia.org/wiki/Public_Storage
388,PHM,PulteGroup,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",0000822416,https://en.wikipedia.org/wiki/PulteGroup
389,PVH,PVH Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",0000078239,https://en.wikipedia.org/wiki/PVH_Corp.
390,QRVO,Qorvo,Information Technology,Semiconductors,"Greensboro, North Carolina",0001604778,https://en.wikipedia.org/wiki/Qorvo
391,PWR,Quanta Services Inc.,Industrials,Construction & Engineering,"Houston, Texas",0001050915,https://en.wikipedia.org/wiki/Quanta_Services_Inc.
392,QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,"San Diego, California",0000804328,https://en.wikipedia.org/wiki/QUALCOMM_Inc.
393,DGX,Quest Diagnostics,Health Care,Health Care Services,"Secaucus, New Jersey",0001022079,https://en.wikipedia.org/wiki/Quest_Diagnostics
394,RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",0001037038,https://en.wikipedia.org/wiki/Ralph_Lauren_Corporation
395,RJF,Raymond James Financial Inc.,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida",0000720005,https://en.wikipedia.org/wiki/Raymond_James_Financial_Inc.
396,RTX,Raytheon Technologies,Industrials,Aerospace & Defense,"Waltham, Massachusetts",0000101829,https://en.wikipedia.org/wiki/Raytheon_Technologies
397,O,Realty Income Corporation,Real Estate,Retail REITs,"San Diego, California",0000726728,https://en.wikipedia.org/wiki/Realty_Income_Corporation
398,REG,Regency Centers Corporation,Real Estate,Retail REITs,"Jacksonville, Florida",0000910606,https://en.wikipedia.org/wiki/Regency_Centers_Corporation
399,REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,"Tarrytown, New York",0000872589,https://en.wikipedia.org/wiki/Regeneron_Pharmaceuticals
400,RF,Regions Financial Corp.,Financials,Regional Banks,"Birmingham, Alabama",0001281761,https://en.wikipedia.org/wiki/Regions_Financial_Corp.
401,RSG,Republic Services Inc,Industrials,Environmental & Facilities Services,"Phoenix, Arizona",0001060391,https://en.wikipedia.org/wiki/Republic_Services_Inc
402,RMD,ResMed,Health Care,Health Care Equipment,"San Diego, California",0000943819,https://en.wikipedia.org/wiki/ResMed
403,RHI,Robert Half International,Industrials,Human Resource & Employment Services,"Menlo Park, California",0000315213,https://en.wikipedia.org/wiki/Robert_Half_International
404,ROK,Rockwell Automation Inc.,Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin",0001024478,https://en.wikipedia.org/wiki/Rockwell_Automation_Inc.
405,ROL,Rollins Inc.,Industrials,Environmental & Facilities Services,"Atlanta, Georgia",0000084839,https://en.wikipedia.org/wiki/Rollins_Inc.
406,ROP,Roper Technologies,Industrials,Industrial Conglomerates,"Sarasota, Florida",0000882835,https://en.wikipedia.org/wiki/Roper_Technologies
407,ROST,Ross Stores,Consumer Discretionary,Apparel Retail,"Dublin, California",0000745732,https://en.wikipedia.org/wiki/Ross_Stores
408,RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",0000884887,https://en.wikipedia.org/wiki/Royal_Caribbean_Cruises_Ltd
409,SPGI,"S&P Global, Inc.",Financials,Financial Exchanges & Data,"New York, New York",0000064040,"https://en.wikipedia.org/wiki/S%26P_Global,_Inc."
410,CRM,Salesforce.com,Information Technology,Application Software,"San Francisco, California",0001108524,https://en.wikipedia.org/wiki/Salesforce.com
411,SBAC,SBA Communications,Real Estate,Specialized REITs,"Boca Raton, Florida",0001034054,https://en.wikipedia.org/wiki/SBA_Communications
412,SLB,Schlumberger Ltd.,Energy,Oil & Gas Equipment & Services,"Curaçao, Kingdom of the Netherlands",0000087347,https://en.wikipedia.org/wiki/Schlumberger_Ltd.
413,STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",0001137789,https://en.wikipedia.org/wiki/Seagate_Technology
414,SEE,Sealed Air,Materials,Paper Packaging,"Charlotte, North Carolina",0001012100,https://en.wikipedia.org/wiki/Sealed_Air
415,SRE,Sempra Energy,Utilities,Multi-Utilities,"San Diego, California",0001032208,https://en.wikipedia.org/wiki/Sempra_Energy
416,NOW,ServiceNow,Information Technology,Systems Software,"Santa Clara, California",0001373715,https://en.wikipedia.org/wiki/ServiceNow
417,SHW,Sherwin-Williams,Materials,Specialty Chemicals,"Cleveland, Ohio",0000089800,https://en.wikipedia.org/wiki/Sherwin-Williams
418,SPG,Simon Property Group Inc,Real Estate,Retail REITs,"Indianapolis, Indiana",0001063761,https://en.wikipedia.org/wiki/Simon_Property_Group_Inc
419,SWKS,Skyworks Solutions,Information Technology,Semiconductors,"Woburn, Massachusetts",0000004127,https://en.wikipedia.org/wiki/Skyworks_Solutions
420,SLG,SL Green Realty,Real Estate,Office REITs,"New York, New York",0001040971,https://en.wikipedia.org/wiki/SL_Green_Realty
421,SNA,Snap-on,Industrials,Industrial Machinery,"Kenosha, Wisconsin",0000091440,https://en.wikipedia.org/wiki/Snap-on
422,SO,Southern Company,Utilities,Electric Utilities,"Atlanta, Georgia",0000092122,https://en.wikipedia.org/wiki/Southern_Company
423,LUV,Southwest Airlines,Industrials,Airlines,"Dallas, Texas",0000092380,https://en.wikipedia.org/wiki/Southwest_Airlines
424,SWK,Stanley Black & Decker,Industrials,Industrial Machinery,"New Britain, Connecticut",0000093556,https://en.wikipedia.org/wiki/Stanley_Black_%26_Decker
425,SBUX,Starbucks Corp.,Consumer Discretionary,Restaurants,"Seattle, Washington",0000829224,https://en.wikipedia.org/wiki/Starbucks_Corp.
426,STT,State Street Corp.,Financials,Asset Management & Custody Banks,"Boston, Massachusetts",0000093751,https://en.wikipedia.org/wiki/State_Street_Corp.
427,STE,STERIS plc,Health Care,Health Care Equipment,"Dublin, Ireland",0001757898,https://en.wikipedia.org/wiki/STERIS_plc
428,SYK,Stryker Corp.,Health Care,Health Care Equipment,"Kalamazoo, Michigan",0000310764,https://en.wikipedia.org/wiki/Stryker_Corp.
429,SIVB,SVB Financial,Financials,Regional Banks,"Santa Clara, California",0000719739,https://en.wikipedia.org/wiki/SVB_Financial
430,SYF,Synchrony Financial,Financials,Consumer Finance,"Stamford, Connecticut",0001601712,https://en.wikipedia.org/wiki/Synchrony_Financial
431,SNPS,Synopsys Inc.,Information Technology,Application Software,"Mountain View, California",0000883241,https://en.wikipedia.org/wiki/Synopsys_Inc.
432,SYY,Sysco Corp.,Consumer Staples,Food Distributors,"Houston, Texas",0000096021,https://en.wikipedia.org/wiki/Sysco_Corp.
433,TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington",0001283699,https://en.wikipedia.org/wiki/T-Mobile_US
434,TROW,T. Rowe Price Group,Financials,Asset Management & Custody Banks,"Baltimore, Maryland",0001113169,https://en.wikipedia.org/wiki/T._Rowe_Price_Group
435,TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,"New York, New York",0000946581,https://en.wikipedia.org/wiki/Take-Two_Interactive
436,TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",0001116132,"https://en.wikipedia.org/wiki/Tapestry,_Inc."
437,TGT,Target Corp.,Consumer Discretionary,General Merchandise Stores,"Minneapolis, Minnesota",0000027419,https://en.wikipedia.org/wiki/Target_Corp.
438,TEL,TE Connectivity Ltd.,Information Technology,Electronic Manufacturing Services,"Schaffhausen, Switzerland",0001385157,https://en.wikipedia.org/wiki/TE_Connectivity
439,FTI,TechnipFMC,Energy,Oil & Gas Equipment & Services,"London, United Kingdom",0001681459,https://en.wikipedia.org/wiki/TechnipFMC
440,TFX,Teleflex,Health Care,Health Care Equipment,"Wayne, Pennsylvania",0000096943,https://en.wikipedia.org/wiki/Teleflex
441,TXN,Texas Instruments,Information Technology,Semiconductors,"Dallas, Texas",0000097476,https://en.wikipedia.org/wiki/Texas_Instruments
442,TXT,Textron Inc.,Industrials,Aerospace & Defense,"Providence, Rhode Island",0000217346,https://en.wikipedia.org/wiki/Textron_Inc.
443,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts",0000097745,https://en.wikipedia.org/wiki/Thermo_Fisher_Scientific
444,TIF,Tiffany & Co.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",0000098246,https://en.wikipedia.org/wiki/Tiffany_%26_Co.
445,TJX,TJX Companies Inc.,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",0000109198,https://en.wikipedia.org/wiki/TJX_Companies_Inc.
446,TSCO,Tractor Supply Company,Consumer Discretionary,Specialty Stores,"Brentwood, Tennessee",0000916365,https://en.wikipedia.org/wiki/Tractor_Supply_Company
447,TT,Trane Technologies plc,Industrials,Building Products,"Dublin, Ireland",0001466258,https://en.wikipedia.org/wiki/Trane_Technologies_plc
448,TDG,TransDigm Group,Industrials,Aerospace & Defense,"Cleveland, Ohio",0001260221,https://en.wikipedia.org/wiki/TransDigm_Group
449,TRV,The Travelers Companies Inc.,Financials,Property & Casualty Insurance,"New York, New York",0000086312,https://en.wikipedia.org/wiki/The_Travelers_Companies_Inc.
450,TFC,Truist Financial,Financials,Regional Banks,"Charlotte, North Carolina",0000092230,https://en.wikipedia.org/wiki/Truist_Financial
451,TWTR,"Twitter, Inc.",Communication Services,Interactive Media & Services,"San Francisco, California",0001418091,"https://en.wikipedia.org/wiki/Twitter,_Inc."
452,TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",0000100493,https://en.wikipedia.org/wiki/Tyson_Foods
453,UDR,"UDR, Inc.",Real Estate,Residential REITs,"Highlands Ranch, Colorado",0000074208,"https://en.wikipedia.org/wiki/UDR,_Inc."
454,ULTA,Ulta Beauty,Consumer Discretionary,Specialty Stores,"Bolingbrook, Illinois",0001403568,https://en.wikipedia.org/wiki/Ulta_Beauty
455,USB,U.S. Bancorp,Financials,Diversified Banks,"Minneapolis, Minnesota",0000036104,https://en.wikipedia.org/wiki/U.S._Bancorp
456,UAA,Under Armour (Class A),Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland",0001336917,https://en.wikipedia.org/wiki/Under_Armour
457,UA,Under Armour (Class C),Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland",0001336917,https://en.wikipedia.org/wiki/Under_Armour
458,UNP,Union Pacific Corp,Industrials,Railroads,"Omaha, Nebraska",0000100885,https://en.wikipedia.org/wiki/Union_Pacific_Corp
459,UAL,United Airlines Holdings,Industrials,Airlines,"Chicago, Illinois",0000100517,https://en.wikipedia.org/wiki/United_Airlines_Holdings
460,UNH,United Health Group Inc.,Health Care,Managed Health Care,"Minnetonka, Minnesota",0000731766,https://en.wikipedia.org/wiki/United_Health_Group_Inc.
461,UPS,United Parcel Service,Industrials,Air Freight & Logistics,"Atlanta, Georgia",0001090727,https://en.wikipedia.org/wiki/United_Parcel_Service
462,URI,"United Rentals, Inc.",Industrials,Trading Companies & Distributors,"Stamford, Connecticut",0001067701,"https://en.wikipedia.org/wiki/United_Rentals,_Inc."
463,UHS,"Universal Health Services, Inc.",Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",0000352915,"https://en.wikipedia.org/wiki/Universal_Health_Services,_Inc."
464,UNM,Unum Group,Financials,Life & Health Insurance,"Chattanooga, Tennessee",0000005513,https://en.wikipedia.org/wiki/Unum_Group
465,VFC,V.F. Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Greensboro, North Carolina",0000103379,https://en.wikipedia.org/wiki/V.F._Corp.
466,VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas",0001035002,https://en.wikipedia.org/wiki/Valero_Energy
467,VAR,Varian Medical Systems,Health Care,Health Care Equipment,"Palo Alto, California",0000203527,https://en.wikipedia.org/wiki/Varian_Medical_Systems
468,VTR,Ventas Inc,Real Estate,Health Care REITs,"Chicago, Illinois",0000740260,https://en.wikipedia.org/wiki/Ventas_Inc
469,VRSN,Verisign Inc.,Information Technology,Internet Services & Infrastructure,"Dulles, Virginia",0001014473,https://en.wikipedia.org/wiki/Verisign_Inc.
470,VRSK,Verisk Analytics,Industrials,Research & Consulting Services,"Jersey City, New Jersey",0001442145,https://en.wikipedia.org/wiki/Verisk_Analytics
471,VZ,Verizon Communications,Communication Services,Integrated Telecommunication Services,"New York, New York",0000732712,https://en.wikipedia.org/wiki/Verizon_Communications
472,VRTX,Vertex Pharmaceuticals Inc,Health Care,Biotechnology,"Cambridge, Massachusetts",0000875320,https://en.wikipedia.org/wiki/Vertex_Pharmaceuticals_Inc
473,VIAC,ViacomCBS,Communication Services,Movies & Entertainment,"New York, New York",0001339947,https://en.wikipedia.org/wiki/ViacomCBS
474,V,Visa Inc.,Information Technology,Data Processing & Outsourced Services,"San Francisco, California",0001403161,https://en.wikipedia.org/wiki/Visa_Inc.
475,VNO,Vornado Realty Trust,Real Estate,Office REITs,"New York, New York",0000899689,https://en.wikipedia.org/wiki/Vornado_Realty_Trust
476,VMC,Vulcan Materials,Materials,Construction Materials,"Birmingham, Alabama",0001396009,https://en.wikipedia.org/wiki/Vulcan_Materials
477,WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,"Greenwich, Connecticut",0000011544,https://en.wikipedia.org/wiki/W._R._Berkley_Corporation
478,WAB,Wabtec Corporation,Industrials,Construction Machinery & Heavy Trucks,"Wilmerding, Pennsylvania",0000943452,https://en.wikipedia.org/wiki/Wabtec_Corporation
479,WMT,Walmart,Consumer Staples,Hypermarkets & Super Centers,"Bentonville, Arkansas",0000104169,https://en.wikipedia.org/wiki/Walmart
480,WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,"Deerfield, Illinois",0001618921,https://en.wikipedia.org/wiki/Walgreens_Boots_Alliance
481,DIS,The Walt Disney Company,Communication Services,Movies & Entertainment,"Burbank, California",0001001039,https://en.wikipedia.org/wiki/The_Walt_Disney_Company
482,WM,Waste Management Inc.,Industrials,Environmental & Facilities Services,"Houston, Texas",0000823768,https://en.wikipedia.org/wiki/Waste_Management_Inc.
483,WAT,Waters Corporation,Health Care,Health Care Distributors,"Milford, Massachusetts",0001000697,https://en.wikipedia.org/wiki/Waters_Corporation
484,WEC,WEC Energy Group,Utilities,Electric Utilities,"Milwaukee, Wisconsin",0000783325,https://en.wikipedia.org/wiki/WEC_Energy_Group
485,WFC,Wells Fargo,Financials,Diversified Banks,"San Francisco, California",0000072971,https://en.wikipedia.org/wiki/Wells_Fargo
486,WELL,Welltower Inc.,Real Estate,Health Care REITs,"Toledo, Ohio",0000766704,https://en.wikipedia.org/wiki/Welltower_Inc.
487,WST,West Pharmaceutical Services,Health Care,Health Care Supplies,"Exton, Pennsylvania",0000105770,https://en.wikipedia.org/wiki/West_Pharmaceutical_Services
488,WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals","Irvine, California",0000106040,https://en.wikipedia.org/wiki/Western_Digital
489,WU,Western Union Co,Information Technology,Data Processing & Outsourced Services,"Englewood, Colorado",0001365135,https://en.wikipedia.org/wiki/Western_Union_Co
490,WRK,WestRock,Materials,Paper Packaging,"Richmond, Virginia",0001636023,https://en.wikipedia.org/wiki/WestRock
491,WY,Weyerhaeuser,Real Estate,Specialized REITs,"Federal Way, Washington",0000106535,https://en.wikipedia.org/wiki/Weyerhaeuser
492,WHR,Whirlpool Corp.,Consumer Discretionary,Household Appliances,"Benton Harbor, Michigan",0000106640,https://en.wikipedia.org/wiki/Whirlpool_Corp.
493,WMB,Williams Cos.,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",0000107263,https://en.wikipedia.org/wiki/Williams_Cos.
494,WLTW,Willis Towers Watson,Financials,Insurance Brokers,"London, United Kingdom",0001140536,https://en.wikipedia.org/wiki/Willis_Towers_Watson
495,WYNN,Wynn Resorts Ltd,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",0001174922,https://en.wikipedia.org/wiki/Wynn_Resorts_Ltd
496,XEL,Xcel Energy Inc,Utilities,Multi-Utilities,"Minneapolis, Minnesota",0000072903,https://en.wikipedia.org/wiki/Xcel_Energy_Inc
497,XRX,Xerox,Information Technology,"Technology Hardware, Storage & Peripherals","Norwalk, Connecticut",0000108772,https://en.wikipedia.org/wiki/Xerox
498,XLNX,Xilinx,Information Technology,Semiconductors,"San Jose, California",0000743988,https://en.wikipedia.org/wiki/Xilinx
499,XYL,Xylem Inc.,Industrials,Industrial Machinery,"White Plains, New York",0001524472,https://en.wikipedia.org/wiki/Xylem_Inc.
500,YUM,Yum! Brands Inc,Consumer Discretionary,Restaurants,"Louisville, Kentucky",0001041061,https://en.wikipedia.org/wiki/Yum!_Brands_Inc
501,ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois",0000877212,https://en.wikipedia.org/wiki/Zebra_Technologies
502,ZBH,Zimmer Biomet Holdings,Health Care,Health Care Equipment,"Warsaw, Indiana",0001136869,https://en.wikipedia.org/wiki/Zimmer_Holdings
503,ZION,Zions Bancorp,Financials,Regional Banks,"Salt Lake City, Utah",0000109380,https://en.wikipedia.org/wiki/Zions_Bancorp
504,ZTS,Zoetis,Health Care,Pharmaceuticals,"Florham Park, New Jersey",0001555280,https://en.wikipedia.org/wiki/Zoetis
